"V2" "V3" "V4" "location" "arm"
"ZNF33B" "chr10" 43084555 43133992 "10q11.21" "q"
"BMS1" "chr10" 43278249 43330385 "10q11.21" "q"
"HNRNPF" "chr10" 43881065 43904614 "10q11.21" "q"
"ZNF32" "chr10" 44139307 44144304 "10q11.21" "q"
"C10orf10" "chr10" 45466429 45474258 NA "q"
"ZNF22" "chr10" 45495923 45500774 "10q11.21" "q"
"ALOX5" "chr10" 45869661 45941561 "10q11.21" "q"
"FAM21C" "chr10" 46222648 46288409 NA "q"
"MAPK8" "chr10" 49514698 49647403 "10q11.22" "q"
"PARG" "chr10" 51026325 51130715 "10q11.23" "q"
"NCOA4" "chr10" 51565108 51590734 "10q11.22" "q"
"TIMM23" "chr10" 51592080 51623365 "10q11.22" "q"
"FAM21A" "chr10" 51827648 51893269 NA "q"
"SGMS1" "chr10" 52065360 52384923 "10q11.23" "q"
"A1CF" "chr10" 52559169 52645435 "10q11.23" "q"
"CSTF2T" "chr10" 53455247 53459355 "10q21.1" "q"
"ZWINT" "chr10" 58116989 58121036 "10q21.1" "q"
"CISD1" "chr10" 60028818 60049346 "10q21.1" "q"
"UBE2D1" "chr10" 60094735 60130513 "10q21.1" "q"
"TFAM" "chr10" 60144782 60158981 "10q21.1" "q"
"CCDC6" "chr10" 61548521 61666414 "10q21.2" "q"
"ANK3" "chr10" 61786056 62493248 "10q21.2" "q"
"CDK1" "chr10" 62538089 62554610 "10q21.2" "q"
"ARID5B" "chr10" 63661059 63856703 "10q21.2" "q"
"ADO" "chr10" 64564516 64568238 "10q21.3" "q"
"NRBF2" "chr10" 64893050 64914783 "10q21.3" "q"
"JMJD1C" "chr10" 64926981 65225722 "10q21.3" "q"
"REEP3" "chr10" 65281123 65384883 "10q21.3" "q"
"DNAJC12" "chr10" 69556427 69597924 "10q21.3" "q"
"SIRT1" "chr10" 69644427 69678147 "10q21.3" "q"
"HERC4" "chr10" 69681665 69835105 "10q21.3" "q"
"PBLD" "chr10" 70042417 70092806 "10q21.3" "q"
"HNRNPH3" "chr10" 70090931 70102948 "10q21.3" "q"
"CCAR1" "chr10" 70480769 70552134 "10q21.3" "q"
"DDX50" "chr10" 70661034 70706603 "10q22.1" "q"
"DDX21" "chr10" 70715884 70744829 "10q22.1" "q"
"SRGN" "chr10" 70847862 70864567 "10q22.1" "q"
"VPS26A" "chr10" 70883268 70932617 "10q22.1" "q"
"SUPV3L1" "chr10" 70939988 70968855 "10q22.1" "q"
"HKDC1" "chr10" 70980059 71027315 "10q22.1" "q"
"HK1" "chr10" 71029740 71161638 "10q22.1" "q"
"TSPAN15" "chr10" 71211229 71267425 "10q22.1" "q"
"C10orf35" "chr10" 71390007 71393352 NA "q"
"H2AFY2" "chr10" 71812552 71872036 NA "q"
"AIFM2" "chr10" 71857979 71892690 "10q22.1" "q"
"TYSND1" "chr10" 71897737 71906432 "10q22.1" "q"
"SAR1A" "chr10" 71907045 71930279 "10q22.1" "q"
"PPA1" "chr10" 71962586 71993667 "10q22.1" "q"
"EIF4EBP2" "chr10" 72164135 72188374 "10q22.1" "q"
"SGPL1" "chr10" 72575717 72640930 "10q22.1" "q"
"PCBD1" "chr10" 72642037 72648541 "10q22.1" "q"
"UNC5B-AS1" "chr10" 72976981 72977985 "10q22.1" "q"
"C10orf54" "chr10" 73507316 73533255 NA "q"
"PSAP" "chr10" 73576055 73611126 "10q22.1" "q"
"ASCC1" "chr10" 73856278 73976892 "10q22.1" "q"
"ANAPC16" "chr10" 73975787 73995618 "10q22.1" "q"
"DDIT4" "chr10" 74033678 74035794 "10q22.1" "q"
"DNAJB12" "chr10" 74092588 74114988 "10q22.1" "q"
"MICU1" "chr10" 74127098 74385899 "10q22.1" "q"
"MCU" "chr10" 74451889 74647452 "10q22.1" "q"
"P4HA1" "chr10" 74766975 74856732 "10q22.1" "q"
"ECD" "chr10" 74889913 74928813 "10q22.2" "q"
"DNAJC9" "chr10" 74943120 75008620 "10q22.2" "q"
"MRPS16" "chr10" 75006510 75012451 "10q22.2" "q"
"ANXA7" "chr10" 75134859 75173834 "10q22.2" "q"
"PPP3CB" "chr10" 75196186 75255782 "10q22.2" "q"
"USP54" "chr10" 75257296 75385711 "10q22.2" "q"
"SEC24C" "chr10" 75504120 75531919 "10q22.2" "q"
"CHCHD1" "chr10" 75541805 75543410 "10q22.2" "q"
"ZSWIM8" "chr10" 75545340 75561551 "10q22.2" "q"
"CAMK2G" "chr10" 75572259 75634343 "10q22.2" "q"
"PLAU" "chr10" 75668935 75677255 "10q22.2" "q"
"VCL" "chr10" 75757872 75879918 "10q22.2" "q"
"AP3M1" "chr10" 75881524 75910821 "10q22.2" "q"
"ADK" "chr10" 75910960 76469061 "10q22.2|10q11-q24" "q"
"KAT6B" "chr10" 76585340 76792380 "10q22.2" "q"
"SAMD8" "chr10" 76859344 76941881 "10q22.2" "q"
"VDAC2" "chr10" 76969912 76991206 "10q22.2" "q"
"COMTD1" "chr10" 76993727 76995788 "10q22.2" "q"
"ZNF503" "chr10" 77157588 77161664 "10q22.2" "q"
"DLG5" "chr10" 79550549 79686378 "10q22.3" "q"
"POLR3A" "chr10" 79734907 79789303 "10q22.3" "q"
"RPS24" "chr10" 79793518 79816570 "10q22.3" "q"
"ZMIZ1" "chr10" 80828792 81076276 "10q22.3" "q"
"PPIF" "chr10" 81107225 81115093 "10q22.3" "q"
"EIF5AL1" "chr10" 81272357 81276188 "10q22.3" "q"
"TMEM254" "chr10" 81838402 81852313 "10q22.3" "q"
"ANXA11" "chr10" 81910645 81965328 "10q22.3" "q"
"FAM213A" "chr10" 82167585 82192753 NA "q"
"TSPAN14" "chr10" 82213922 82292879 "10q23.1" "q"
"GHITM" "chr10" 85899196 85913001 "10q23.1" "q"
"C10orf99" "chr10" 85933494 85945050 "10q23.1" "q"
"CDHR1" "chr10" 85954410 85979377 "10q23.1" "q"
"CCSER2" "chr10" 86088342 86278273 "10q23.1" "q"
"BMPR1A" "chr10" 88516407 88692595 "10q23.2" "q"
"ADIRF" "chr10" 88727949 88743691 "10q23.2" "q"
"GLUD1" "chr10" 88810243 88854623 "10q23.2" "q"
"FAM35A" "chr10" 88853918 88951225 NA "q"
"NUTM2A-AS1" "chr10" 88963632 89102369 "10q23.2" "q"
"MINPP1" "chr10" 89264632 89313217 "10q23.2" "q"
"PAPSS2" "chr10" 89419370 89507462 "10q23.2-q23.31" "q"
"ATAD1" "chr10" 89511269 89601100 "10q23.31" "q"
"PTEN" "chr10" 89622870 89731687 "10q23.31" "q"
"ANKRD22" "chr10" 90581889 90611575 "10q23.31" "q"
"STAMBPL1" "chr10" 90639491 90734910 "10q23.31" "q"
"ACTA2" "chr10" 90694831 90751147 "10q23.31" "q"
"LIPA" "chr10" 90973326 91174314 "10q23.31" "q"
"IFIT3" "chr10" 91087651 91100728 "10q23.31" "q"
"IFIT1" "chr10" 91152303 91163745 "10q23.31" "q"
"PANK1" "chr10" 91342745 91405215 "10q23.31" "q"
"KIF20B" "chr10" 91461367 91534700 "10q23.31" "q"
"RPP30" "chr10" 92631473 92668312 "10q23.31" "q"
"PCGF5" "chr10" 92979908 93044088 "10q23.32" "q"
"TNKS2" "chr10" 93558069 93625033 "10q23.32" "q"
"BTAF1" "chr10" 93683526 93790082 "10q23.32" "q"
"MARCH5" "chr10" 94050920 94113721 NA "q"
"IDE" "chr10" 94211441 94333833 "10q23.33" "q"
"EXOC6" "chr10" 94590935 94819250 "10q23.33" "q"
"MYOF" "chr10" 95066186 95242074 "10q23.33" "q"
"CEP55" "chr10" 95256389 95288849 "10q23.33" "q"
"RBP4" "chr10" 95351444 95361501 "10q23.33" "q"
"FRA10AC1" "chr10" 95427640 95462329 "10q23.33" "q"
"PLCE1" "chr10" 95753746 96092580 "10q23.33" "q"
"NOC3L" "chr10" 96075004 96122716 "10q23.33" "q"
"TBC1D12" "chr10" 96162261 96295687 "10q23.33" "q"
"HELLS" "chr10" 96305547 96373662 "10q23.33" "q"
"PDLIM1" "chr10" 96997329 97050781 "10q23.33" "q"
"SORBS1" "chr10" 97071528 97321171 "10q24.1" "q"
"ALDH18A1" "chr10" 97365696 97416463 "10q24.1" "q"
"TCTN3" "chr10" 97423158 97453900 "10q24.1" "q"
"ZNF518A" "chr10" 97889472 97965044 "10q24.1" "q"
"BLNK" "chr10" 97951458 98031344 "10q24.1" "q"
"TM9SF3" "chr10" 98277866 98347209 "10q24.1" "q"
"LCOR" "chr10" 98592017 98740800 "10q24.1" "q"
"FRAT2" "chr10" 99092255 99094458 "10q24.1" "q"
"RRP12" "chr10" 99116115 99161127 "10q24.1" "q"
"PGAM1" "chr10" 99185917 99193198 "10q24.1" "q"
"EXOSC1" "chr10" 99195899 99205774 "10q24.1" "q"
"ZDHHC16" "chr10" 99205927 99217127 "10q24.1" "q"
"MMS19" "chr10" 99218081 99258551 "10q24.1" "q"
"AVPI1" "chr10" 99437181 99447080 "10q24.2" "q"
"ZFYVE27" "chr10" 99496878 99520664 "10q24.2" "q"
"HPS1" "chr10" 100175955 100206684 "10q24.2" "q"
"GOT1" "chr10" 101156627 101190381 "10q24.2" "q"
"SLC25A28" "chr10" 101370282 101380366 "10q24.2" "q"
"CUTC" "chr10" 101462315 101515891 "10q24.2" "q"
"COX15" "chr10" 101471601 101491857 "10q24.2" "q"
"DNMBP" "chr10" 101635334 101769676 "10q24.2" "q"
"ERLIN1" "chr10" 101909851 101948091 "10q24.31" "q"
"CHUK" "chr10" 101948055 101989376 "10q24.31" "q"
"BLOC1S2" "chr10" 102033713 102046469 "10q24.31" "q"
"SCD" "chr10" 102106881 102124591 "10q24.31" "q"
"NDUFB8" "chr10" 102265385 102289638 "10q24.31" "q"
"HIF1AN" "chr10" 102288829 102319755 "10q24.31" "q"
"MRPL43" "chr10" 102729215 102747272 "10q24.31" "q"
"SEMA4G" "chr10" 102729275 102745628 "10q24.31" "q"
"LZTS2" "chr10" 102756375 102767593 "10q24.31" "q"
"SFXN3" "chr10" 102790991 102800998 "10q24.31" "q"
"KAZALD1" "chr10" 102821598 102827888 "10q24.31" "q"
"DPCD" "chr10" 103330317 103369425 "10q24.32" "q"
"POLL" "chr10" 103338639 103348027 "10q24.32" "q"
"FBXW4" "chr10" 103370423 103455052 "10q24.32" "q"
"NPM3" "chr10" 103541082 103543170 "10q24.32" "q"
"MGEA5" "chr10" 103544200 103578696 NA "q"
"C10orf76" "chr10" 103605356 103815950 NA "q"
"PPRC1" "chr10" 103892787 103910082 "10q24.32" "q"
"NOLC1" "chr10" 103911933 103923627 "10q24.32" "q"
"GBF1" "chr10" 104005289 104142656 "10q24.32" "q"
"NFKB2" "chr10" 104153867 104162281 "10q24.32" "q"
"FBXL15" "chr10" 104178946 104182893 "10q24.32" "q"
"CUEDC2" "chr10" 104183002 104192418 "10q24.32" "q"
"ACTR1A" "chr10" 104238986 104262482 "10q24.32" "q"
"TRIM8" "chr10" 104404253 104418164 "10q24.32" "q"
"ARL3" "chr10" 104433488 104474164 "10q24.32" "q"
"WBP1L" "chr10" 104503727 104576021 "10q24.32" "q"
"NT5C2" "chr10" 104845940 104953056 "10q24.32-q24.33" "q"
"USMG5" "chr10" 105148798 105156223 NA "q"
"PDCD11" "chr10" 105156405 105206049 "10q24.33" "q"
"SH3PXD2A" "chr10" 105348285 105615301 "10q24.33" "q"
"OBFC1" "chr10" 105642300 105677963 NA "q"
"SLK" "chr10" 105726959 105788991 "10q24.33-q25.1" "q"
"COL17A1" "chr10" 105791044 105845760 "10q25.1" "q"
"SFR1" "chr10" 105881816 105886143 "10q25.1" "q"
"GSTO1" "chr10" 105995114 106027217 "10q25.1" "q"
"GSTO2" "chr10" 106028631 106064703 "10q25.1" "q"
"XPNPEP1" "chr10" 111624524 111683311 "10q25.1" "q"
"ADD3" "chr10" 111756126 111895323 "10q25.1-q25.2" "q"
"MXI1" "chr10" 111967363 112047123 "10q25.2" "q"
"SMNDC1" "chr10" 112050488 112064709 "10q25.2" "q"
"DUSP5" "chr10" 112257596 112271302 "10q25.2" "q"
"SMC3" "chr10" 112327449 112364394 "10q25.2" "q"
"PDCD4" "chr10" 112631565 112659764 "10q25.2" "q"
"BBIP1" "chr10" 112658488 112679032 "10q25.2" "q"
"SHOC2" "chr10" 112679301 112773425 "10q25.2" "q"
"ADRA2A" "chr10" 112836790 112840658 "10q25.2" "q"
"ACSL5" "chr10" 114133776 114188138 "10q25.2" "q"
"ZDHHC6" "chr10" 114190058 114206672 "10q25.2" "q"
"VTI1A" "chr10" 114206756 114578503 "10q25.2" "q"
"TCF7L2" "chr10" 114710009 114927437 "10q25.2-q25.3" "q"
"CASP7" "chr10" 115438942 115490662 "10q25.3" "q"
"PLEKHS1" "chr10" 115511213 115543188 "10q25.3" "q"
"NHLRC2" "chr10" 115614420 115676953 "10q25.3" "q"
"ABLIM1" "chr10" 116190872 116444762 "10q25.3" "q"
"TRUB1" "chr10" 116697952 116737430 "10q25.3" "q"
"PDZD8" "chr10" 119040000 119134978 "10q25.3-q26.11" "q"
"RAB11FIP2" "chr10" 119764427 119806114 "10q26.11" "q"
"FAM204A" "chr10" 120065401 120101840 "10q26.11" "q"
"CACUL1" "chr10" 120433679 120514761 "10q26.11" "q"
"EIF3A" "chr10" 120794356 120840316 "10q26.11" "q"
"FAM45A" "chr10" 120863598 120897496 NA "q"
"SFXN4" "chr10" 120900279 120925179 "10q26.11" "q"
"PRDX3" "chr10" 120927215 120938345 "10q26.11" "q"
"RGS10" "chr10" 121259340 121302220 "10q26.11" "q"
"TIAL1" "chr10" 121334199 121356541 "10q26.11" "q"
"BAG3" "chr10" 121410882 121437331 "10q26.11" "q"
"MCMBP" "chr10" 121588972 121652068 "10q26.11" "q"
"SEC23IP" "chr10" 121652223 121702014 "10q26.11-q26.12" "q"
"WDR11" "chr10" 122610687 122669036 "10q26.12" "q"
"ATE1" "chr10" 123499939 123688316 "10q26.13" "q"
"NSMCE4A" "chr10" 123716603 123734732 "10q26.13" "q"
"TACC2" "chr10" 123748689 124014060 "10q26.13" "q"
"PLEKHA1" "chr10" 124134212 124191867 "10q26.13" "q"
"DMBT1" "chr10" 124320181 124403252 "10q26.13" "q"
"ACADSB" "chr10" 124768495 124817827 "10q26.13" "q"
"BUB3" "chr10" 124913793 124924886 "10q26.13" "q"
"OAT" "chr10" 126085872 126107545 "10q26.13" "q"
"LHPP" "chr10" 126150403 126306457 "10q26.13" "q"
"FAM53B" "chr10" 126307861 126432838 "10q26.13" "q"
"METTL10" "chr10" 126436718 126480439 NA "q"
"FAM175B" "chr10" 126490354 126525239 NA "q"
"ZRANB1" "chr10" 126630692 126676758 "10q26.13" "q"
"CTBP2" "chr10" 126676421 126849739 "10q26.13" "q"
"UROS" "chr10" 127477146 127511817 "10q26.2" "q"
"BCCIP" "chr10" 127512115 127542264 "10q26.2" "q"
"DHX32" "chr10" 127524906 127585005 "10q26.2" "q"
"DOCK1" "chr10" 128593978 129250781 "10q26.2" "q"
"CLRN3" "chr10" 129676105 129691211 "10q26.2" "q"
"PTPRE" "chr10" 129705325 129884119 "10q26.2" "q"
"MKI67" "chr10" 129894923 129924649 "10q26.2" "q"
"MGMT" "chr10" 131265448 131566271 "10q26.3" "q"
"GLRX3" "chr10" 131934663 131982785 "10q26.3" "q"
"PPP2R2D" "chr10" 133747955 133773331 "10q26.3" "q"
"BNIP3" "chr10" 133781578 133795435 "10q26.3" "q"
"STK32C" "chr10" 134020996 134145351 "10q26.3" "q"
"PWWP2B" "chr10" 134210672 134231367 "10q26.3" "q"
"ADAM8" "chr10" 135075907 135090372 "10q26.3" "q"
"TUBGCP2" "chr10" 135093135 135125841 "10q26.3" "q"
"ZNF511" "chr10" 135121979 135166033 "10q26.3" "q"
"PRAP1" "chr10" 135160650 135166187 "10q26.3" "q"
"FUOM" "chr10" 135168658 135171529 "10q26.3" "q"
"ECHS1" "chr10" 135175984 135187193 "10q26.3" "q"
"BET1L" "chr11" 167784 207428 "11p15.5" "p"
"RIC8A" "chr11" 207511 215113 "11p15.5" "p"
"SIRT3" "chr11" 215458 236931 "11p15.5" "p"
"PSMD13" "chr11" 236546 252983 "11p15.5" "p"
"ATHL1" "chr11" 289135 296107 NA "q"
"IFITM2" "chr11" 307631 315272 "11p15.5" "p"
"IFITM1" "chr11" 313506 315272 "11p15.5" "p"
"IFITM3" "chr11" 319669 327537 "11p15.5" "p"
"PKP3" "chr11" 392614 404908 "11p15.5" "p"
"SIGIRR" "chr11" 405716 417455 "11p15.5" "p"
"ANO9" "chr11" 417933 442011 "11p15.5" "p"
"PTDSS2" "chr11" 448268 491393 "11p15.5" "p"
"RNH1" "chr11" 494512 507300 "11p15.5" "p"
"HRAS" "chr11" 532242 537287 "11p15.5" "p"
"RASSF7" "chr11" 560404 564021 "11p15.5" "p"
"MIR210HG" "chr11" 565660 568457 "11p15.5" "p"
"PHRF1" "chr11" 576486 612222 "11p15.5" "p"
"IRF7" "chr11" 612553 615999 "11p15.5" "p"
"CDHR5" "chr11" 616565 626078 "11p15.5" "p"
"DEAF1" "chr11" 644233 706715 "11p15.5" "p"
"EPS8L2" "chr11" 694438 727727 "11p15.5" "p"
"TMEM80" "chr11" 695428 705028 "11p15.5" "p"
"TALDO1" "chr11" 747329 765024 "11p15.5" "p"
"PDDC1" "chr11" 767220 777488 NA "q"
"SLC25A22" "chr11" 790475 798316 "11p15.5" "p"
"RPLP2" "chr11" 809647 812880 "11p15.5" "p"
"PNPLA2" "chr11" 818902 825573 "11p15.5" "p"
"CD151" "chr11" 832843 839831 "11p15.5" "p"
"POLR2L" "chr11" 837356 842545 "11p15.5" "p"
"CHID1" "chr11" 867357 915058 "11p15.5" "p"
"AP2A2" "chr11" 924894 1012239 "11p15.5" "p"
"MUC6" "chr11" 1012821 1036706 "11p15.5" "p"
"MUC2" "chr11" 1074875 1104419 "11p15.5" "p"
"MUC5AC" "chr11" 1151580 1222364 "11p15.5" "p"
"MUC5B" "chr11" 1244296 1283406 "11p15.5" "p"
"TOLLIP" "chr11" 1295601 1330884 "11p15.5" "p"
"MOB2" "chr11" 1490687 1522477 "11p15.5" "p"
"DUSP8" "chr11" 1575274 1593150 "11p15.5" "p"
"CTSD" "chr11" 1773982 1785222 "11p15.5" "p"
"MRPL23" "chr11" 1968508 2005752 "11p15.5" "p"
"IGF2" "chr11" 2150342 2170833 "11p15.5" "p"
"ASCL2" "chr11" 2289725 2292182 "11p15.5" "p"
"CD81" "chr11" 2397407 2418649 "11p15.5" "p"
"TSSC4" "chr11" 2421718 2425106 "11p15.5" "p"
"KCNQ1" "chr11" 2465914 2870339 "11p15.5-p15.4" "p"
"KCNQ1OT1" "chr11" 2629558 2721224 "11p15.5" "p"
"CDKN1C" "chr11" 2904443 2907111 "11p15.4" "p"
"SLC22A18AS" "chr11" 2909010 2924970 "11p15.4" "p"
"SLC22A18" "chr11" 2920951 2946476 "11p15.4" "p"
"PHLDA2" "chr11" 2949503 2950685 "11p15.4" "p"
"NAP1L4" "chr11" 2965667 3013607 "11p15.4" "p"
"CARS" "chr11" 3022152 3078843 NA "q"
"OSBPL5" "chr11" 3108346 3187969 "11p15.4" "p"
"ZNF195" "chr11" 3360491 3400448 "11p15.4" "p"
"NUP98" "chr11" 3692313 3819022 "11p15.4" "p"
"PGAP2" "chr11" 3818954 3847601 "11p15.4" "p"
"RHOG" "chr11" 3848208 3862213 "11p15.4" "p"
"STIM1" "chr11" 3875757 4114439 "11p15.4" "p"
"RRM1" "chr11" 4115937 4160106 "11p15.4" "p"
"HBB" "chr11" 5246694 5250625 "11p15.4" "p"
"FAM160A2" "chr11" 6232565 6255941 "11p15.4" "p"
"PRKCDBP" "chr11" 6340176 6341877 NA "q"
"SMPD1" "chr11" 6411655 6416228 "11p15.4" "p"
"ARFIP2" "chr11" 6496910 6502666 "11p15.4" "p"
"TIMM10B" "chr11" 6502677 6505909 "11p15.4" "p"
"RRP8" "chr11" 6616305 6624850 "11p15.4" "p"
"ILK" "chr11" 6624961 6632102 "11p15.4" "p"
"TAF10" "chr11" 6627526 6633898 "11p15.4" "p"
"TPP1" "chr11" 6634000 6640692 "11p15.4" "p"
"MRPL17" "chr11" 6702013 6704632 "11p15.4" "p"
"PPFIBP2" "chr11" 7534529 7678358 "11p15.4" "p"
"EIF3F" "chr11" 7991798 8023409 "11p15.4" "p"
"RPL27A" "chr11" 8703958 8736306 "11p15.4" "p"
"ST5" "chr11" 8714898 8932498 NA "q"
"AKIP1" "chr11" 8932686 8941631 "11p15.4" "p"
"TMEM9B" "chr11" 8968841 8986558 "11p15.4" "p"
"TMEM41B" "chr11" 9302201 9336327 "11p15.4" "p"
"IPO7" "chr11" 9406169 9469673 "11p15.4" "p"
"ZNF143" "chr11" 9481866 9550071 "11p15.4" "p"
"WEE1" "chr11" 9595228 9615004 "11p15.4" "p"
"SWAP70" "chr11" 9685624 9774538 "11p15.4" "p"
"SBF2" "chr11" 9800214 10315754 "11p15.4" "p"
"ADM" "chr11" 10326227 10328944 "11p15.4" "p"
"MTRNR2L8" "chr11" 10529434 10530723 "11p15.4" "p"
"RNF141" "chr11" 10533225 10562777 "11p15.4|11p15" "p"
"CTR9" "chr11" 10772534 10801290 "11p15.4" "p"
"EIF4G2" "chr11" 10818597 10830657 "11p15.4" "p"
"ZBED5" "chr11" 10833621 10880343 "11p15.4" "p"
"ZBED5-AS1" "chr11" 10879806 10928349 "11p15.4" "p"
"USP47" "chr11" 11862970 11980870 "11p15.3" "p"
"MICAL2" "chr11" 12115543 12285334 "11p15.3" "p"
"PARVA" "chr11" 12398732 12552348 "11p15.3" "p"
"TEAD1" "chr11" 12695969 12966298 "11p15.3" "p"
"BTBD10" "chr11" 13409548 13484844 "11p15.3" "p"
"FAR1" "chr11" 13690217 13753893 "11p15.3" "p"
"SPON1" "chr11" 13983914 14289646 "11p15.2" "p"
"RRAS2" "chr11" 14299472 14386052 "11p15.2" "p"
"COPB1" "chr11" 14464986 14521573 "11p15.2" "p"
"PSMA1" "chr11" 14515329 14541890 "11p15.2" "p"
"CYP2R1" "chr11" 14899553 14913798 "11p15.2" "p"
"C11orf58" "chr11" 16634679 16778428 "11p15.2" "p"
"RPS13" "chr11" 17095936 17099334 "11p15.1" "p"
"PIK3C2A" "chr11" 17099277 17229530 "11p15.1" "p"
"NUCB2" "chr11" 17229700 17371521 "11p15.1" "p"
"NCR3LG1" "chr11" 17373273 17398888 "11p15.1" "p"
"RP1-239B22.5" "chr11" 17402196 17405078 NA "q"
"USH1C" "chr11" 17515442 17565963 "11p15.1" "p"
"SERGEF" "chr11" 17809595 18034709 "11p15.1" "p"
"SAAL1" "chr11" 18091482 18127638 "11p15.1" "p"
"SAA1" "chr11" 18287721 18291524 "11p15.1" "p"
"GTF2H1" "chr11" 18343842 18388591 "11p15.1" "p"
"LDHA" "chr11" 18415935 18429972 "11p15.1" "p"
"TSG101" "chr11" 18489883 18548779 "11p15.1" "p"
"UEVLD" "chr11" 18551156 18610294 "11p15.1" "p"
"SPTY2D1" "chr11" 18627948 18656338 "11p15.1" "p"
"ZDHHC13" "chr11" 19138646 19197969 "11p15.1" "p"
"HTATIP2" "chr11" 20385231 20405329 "11p15.1" "p"
"PRMT3" "chr11" 20409076 20530840 "11p15.1" "p"
"FANCF" "chr11" 22644079 22647387 "11p14.3" "p"
"SVIP" "chr11" 22835345 22851845 "11p14.3" "p"
"CCDC34" "chr11" 27352374 27385415 "11p14.1" "p"
"LGR4" "chr11" 27387508 27494322 "11p14.1" "p"
"LIN7C" "chr11" 27516123 27528320 "11p14.1" "p"
"METTL15" "chr11" 28129795 28355054 "11p14.1" "p"
"ARL14EP" "chr11" 30344598 30359774 "11p14.1" "p"
"IMMP1L" "chr11" 31453948 31531192 "11p13" "p"
"RCN1" "chr11" 31833939 32127301 "11p13" "p"
"EIF3M" "chr11" 32605344 32627808 "11p13" "p"
"PRRG4" "chr11" 32851489 32879669 "11p13" "p"
"QSER1" "chr11" 32914724 33014862 "11p13" "p"
"CSTF3" "chr11" 33098734 33183917 "11p13" "p"
"HIPK3" "chr11" 33278218 33378569 "11p13" "p"
"CD59" "chr11" 33719807 33757991 "11p13" "p"
"FBXO3" "chr11" 33762485 33796089 "11p13" "p"
"CAPRIN1" "chr11" 34073230 34122703 "11p13" "p"
"NAT10" "chr11" 34127149 34169217 "11p13" "p"
"CAT" "chr11" 34460472 34493609 "11p13" "p"
"EHF" "chr11" 34642640 34682604 "11p13" "p"
"APIP" "chr11" 34874641 34938046 "11p13" "p"
"PDHX" "chr11" 34937376 35042138 "11p13" "p"
"CD44" "chr11" 35160417 35253949 NA "q"
"TRIM44" "chr11" 35684353 35829775 "11p13" "p"
"COMMD9" "chr11" 36295051 36310999 "11p13" "p"
"PRR5L" "chr11" 36317838 36486754 "11p13-p12" "p"
"C11orf74" "chr11" 36616051 36694823 NA "q"
"API5" "chr11" 43333513 43366079 "11p12" "p"
"TTC17" "chr11" 43380482 43516483 "11p12-p11.2" "p"
"HSD17B12" "chr11" 43577986 43878167 "11p11.2" "p"
"ALKBH3" "chr11" 43902361 43941816 "11p11.2" "p"
"EXT2" "chr11" 44117099 44266979 "11p11.2" "p"
"CD82" "chr11" 44585977 44641913 "11p11.2" "p"
"TP53I11" "chr11" 44907454 44972840 "11p11.2" "p"
"SYT13" "chr11" 45261852 45307870 "11p11.2" "p"
"SLC35C1" "chr11" 45825623 45834566 "11p11.2" "p"
"PEX16" "chr11" 45931220 45940363 "11p11.2" "p"
"GYLTL1B" "chr11" 45943172 45950647 NA "q"
"CREB3L1" "chr11" 46299212 46342972 "11p11.2" "p"
"DGKZ" "chr11" 46354455 46402104 "11p11.2" "p"
"MDK" "chr11" 46402306 46405375 "11p11.2" "p"
"ATG13" "chr11" 46638826 46696368 "11p11.2" "p"
"ARHGAP1" "chr11" 46698630 46722165 "11p11.2" "p"
"ZNF408" "chr11" 46722368 46727462 "11p11.2" "p"
"CKAP5" "chr11" 46764598 46867847 "11p11.2" "p"
"C11orf49" "chr11" 46958240 47185936 "11p11.2" "p"
"ARFGAP2" "chr11" 47185848 47198676 "11p11.2" "p"
"PACSIN3" "chr11" 47199076 47207994 "11p11.2" "p"
"DDB2" "chr11" 47236493 47260767 "11p11.2" "p"
"ACP2" "chr11" 47260853 47270457 "11p11.2|11p12-p11" "p"
"NR1H3" "chr11" 47269851 47290396 "11p11.2" "p"
"MADD" "chr11" 47290712 47351582 "11p11.2" "p"
"SLC39A13" "chr11" 47428683 47438047 "11p11.2" "p"
"PSMC3" "chr11" 47440320 47447993 "11p11.2" "p"
"CELF1" "chr11" 47487496 47587121 "11p11.2" "p"
"NDUFS3" "chr11" 47586888 47606114 "11p11.2" "p"
"PTPMT1" "chr11" 47586982 47595013 "11p11.2" "p"
"MTCH2" "chr11" 47638867 47664175 "11p11.2" "p"
"FNBP4" "chr11" 47738072 47788995 "11p11.2" "p"
"NUP160" "chr11" 47799639 47870107 "11p11.2" "p"
"PTPRJ" "chr11" 48002113 48189670 "11p11.2" "p"
"TNKS1BP1" "chr11" 57067112 57092426 "11q12.1" "q"
"SSRP1" "chr11" 57093459 57103351 "11q12.1" "q"
"SLC43A1" "chr11" 57252007 57283259 "11q12.1" "q"
"TIMM10" "chr11" 57295936 57298276 "11q12.1" "q"
"UBE2L6" "chr11" 57319129 57335757 "11q12.1" "q"
"ZDHHC5" "chr11" 57435219 57468659 "11q12.1" "q"
"MED19" "chr11" 57471186 57479693 "11q12.1" "q"
"TMX2" "chr11" 57480072 57508445 "11q12.1" "q"
"C11orf31" "chr11" 57508825 57510986 NA "q"
"CTNND1" "chr11" 57520715 57587018 "11q12.1" "q"
"ZFP91" "chr11" 58346584 58388515 "11q12.1" "q"
"FAM111A" "chr11" 58910221 58922512 "11q12.1" "q"
